company_name,city,postal_code,elzon,partner_type,cert_level,score,tier,phone,email,website,source_url
Vi Varmer Sverige Ab,Sollentuna,192 78,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/vi-varmer-sverige-ab--sollentuna-19278-installator
Vi Varmer Sverige Ab,Taby,187 66,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/vi-varmer-sverige-ab--taby-18766-installator
Villavarme I Ostergotland Ab,Motala,591 92,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/villavarme-i-ostergotland-ab--motala-59192-installator
Villavarme I Ostergotlandab,Norrkoping,602 38,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/villavarme-i-ostergotlandab--norrkoping-60238-installator
Votab Vvs,Varmeinstallation Ab  Varberg,432 32,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/votab-vvs--varmeinstallation-ab--varberg-43232-installator
Vs Installation I Kalmar Ab,Kalmar,393 56,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/vs-installation-i-kalmar-ab--kalmar-39356-installator
Vvs Akuten I Sodertorn Ab,Segersang,148 40,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/vvs-akuten-i-sodertorn-ab--segersang-14840-installator
Vvs Kompaniet Ab,Saffle,661 40,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/vvs-kompaniet-ab--saffle-66140-installator
Wahlgren Ror Ab,Norrtalje,761 72,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/wahlgren-ror-ab--norrtalje-76172-installator
Walfridssons Ror Ab,Lessebo,365 31,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/walfridssons-ror-ab--lessebo-36531-installator
Walthers Kyl,Varmepumpservice  Nykoping,611 45,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/walthers-kyl--varmepumpservice--nykoping-61145-installator
Wastvinds Vvs Ab,Koping,731 36,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/wastvinds-vvs-ab--koping-73136-installator
Wiklunds Kylteknik Ab,Kungsbacka,434 37,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/wiklunds-kylteknik-ab--kungsbacka-43437-installator
Wikmans Vvs Ab,Ekero,179 61,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/wikmans-vvs-ab--ekero-17961-installator
Wrandings Rormokeri Ab,Balsta,746 31,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/wrandings-rormokeri-ab--balsta-74631-installator
Yttergrens Ror Ab,Visby,621 54,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/yttergrens-ror-ab--visby-62154-installator
Zero Energi Ab,Lund,224 78,SE4,service,Service,5,B,,,,https://www.nibe.eu/sv-se/partner/zero-energi-ab--lund-22478-service
A. Wiklund Vvs,Stugun,844 51,SE2,installator,Installatör,4,B,,,,https://www.nibe.eu/sv-se/partner/a.-wiklund-vvs--stugun-84451-installator
A.J.Ws Lift,Rorteknik Ab  Sundsvall,852 31,SE2,installator,Installatör,4,B,,,,https://www.nibe.eu/sv-se/partner/a.j.ws-lift--rorteknik-ab--sundsvall-85231-installator
Aircontrol I Boras Ab,Boras,504 67,SE3,service,Service,4,B,,,,https://www.nibe.eu/sv-se/partner/aircontrol-i-boras-ab--boras-50467-service
Ake Lindkvist Ror Ab,Mora,792 33,SE2,installator,Installatör,4,B,,,,https://www.nibe.eu/sv-se/partner/ake-lindkvist-ror-ab--mora-79233-installator
Alno Vvs Ab,Alno,865 92,SE2,installator,Installatör,4,B,,,,https://www.nibe.eu/sv-se/partner/alno-vvs-ab--alno-86592-installator
Anders Johanssons Energiteknik Vvs,Ab  Ankarsrum,593 70,SE3,service,Service,4,B,,,,https://www.nibe.eu/sv-se/partner/anders-johanssons-energiteknik-vvs--ab--ankarsrum-59370-service
Andersson Jan Olof Peter,Gallo,843 94,SE2,installator,Installatör,4,B,,,,https://www.nibe.eu/sv-se/partner/andersson-jan-olof-peter--gallo-84394-installator
Are Rorteam Ab,Undersaker,837 96,SE2,installator,Installatör,4,B,,,,https://www.nibe.eu/sv-se/partner/are-rorteam-ab--undersaker-83796-installator
Ascy Ror,Industri Ab  Hagfors,683 33,SE3,service,Service,4,B,,,,https://www.nibe.eu/sv-se/partner/ascy-ror--industri-ab--hagfors-68333-service
Beckmanns Vvs,Energiteknik  Jonkoping,553 02,SE3,service,Service,4,B,,,,https://www.nibe.eu/sv-se/partner/beckmanns-vvs--energiteknik--jonkoping-55302-service
Bergvarme Ab,Timra,861 36,SE2,installator,Installatör,4,B,,,,https://www.nibe.eu/sv-se/partner/bergvarme-ab--timra-86136-installator
Bgs Kyl,Varmeservice Ab  Matfors,864 31,SE2,installator,Installatör,4,B,,,,https://www.nibe.eu/sv-se/partner/bgs-kyl--varmeservice-ab--matfors-86431-installator
Bj Varmemontage Ab,Kvicksund,635 31,SE3,service,Service,4,B,,,,https://www.nibe.eu/sv-se/partner/bj-varmemontage-ab--kvicksund-63531-service
Borlange Vvs Ab,Borlange,781 31,SE2,installator,Installatör,4,B,,,,https://www.nibe.eu/sv-se/partner/borlange-vvs-ab--borlange-78131-installator
Bruksvallens Ror Ab,Bruksvallarna,840 98,SE2,installator,Installatör,4,B,,,,https://www.nibe.eu/sv-se/partner/bruksvallens-ror-ab--bruksvallarna-84098-installator
Dala Ror Ab,Falun,791 32,SE2,installator,Installatör,4,B,,,,https://www.nibe.eu/sv-se/partner/dala-ror-ab--falun-79132-installator
Dalarnas Ror Ab,Avesta,774 31,SE2,installator,Installatör,4,B,,,,https://www.nibe.eu/sv-se/partner/dalarnas-ror-ab--avesta-77431-installator
Daldala Ab,Ljusnarsberg,711 91,SE2,installator,Installatör,4,B,,,,https://www.nibe.eu/sv-se/partner/daldala-ab--ljusnarsberg-71191-installator
Dalmarken Ror Ab,Rattvik,795 91,SE2,installator,Installatör,4,B,,,,https://www.nibe.eu/sv-se/partner/dalmarken-ror-ab--rattvik-79591-installator
Djupa Ror Ab,Djuras,791 95,SE2,installator,Installatör,4,B,,,,https://www.nibe.eu/sv-se/partner/djupa-ror-ab--djuras-79195-installator
Elite Energi Ab,Sundsvall,854 54,SE2,installator,Installatör,4,B,,,,https://www.nibe.eu/sv-se/partner/elite-energi-ab--sundsvall-85454-installator
Energipartner I Norden Ab,Solna,169 34,SE3,service,Service,4,B,,,,https://www.nibe.eu/sv-se/partner/energipartner-i-norden-ab--solna-16934-service
Expert Rad Vvs Ab,Gavle,803 92,SE2,installator,Installatör,4,B,,,,https://www.nibe.eu/sv-se/partner/expert-rad-vvs-ab--gavle-80392-installator
Fagerlids Vvs Ab,Leksand,793 30,SE2,installator,Installatör,4,B,,,,https://www.nibe.eu/sv-se/partner/fagerlids-vvs-ab--leksand-79330-installator
Falun Varme Ab,Falun,791 73,SE2,installator,Installatör,4,B,,,,https://www.nibe.eu/sv-se/partner/falun-varme-ab--falun-79173-installator
Faluns Rorservice Ab,Falun,791 38,SE2,installator,Installatör,4,B,,,,https://www.nibe.eu/sv-se/partner/faluns-rorservice-ab--falun-79138-installator
Frosunda Ror Ab,Harnosand,871 37,SE2,installator,Installatör,4,B,,,,https://www.nibe.eu/sv-se/partner/frosunda-ror-ab--harnosand-87137-installator
Gavle Ror Ab,Gavle,803 54,SE2,installator,Installatör,4,B,,,,https://www.nibe.eu/sv-se/partner/gavle-ror-ab--gavle-80354-installator
Hallands Bergvarme Ab,Kungsbacka,434 91,SE3,service,Service,4,B,,,,https://www.nibe.eu/sv-se/partner/hallands-bergvarme-ab--kungsbacka-43491-service
Hedemoras Ror Ab,Hedemora,776 31,SE2,installator,Installatör,4,B,,,,https://www.nibe.eu/sv-se/partner/hedemoras-ror-ab--hedemora-77631-installator
Helgums Ror,Ventilation Ab  Helgum,882 91,SE2,installator,Installatör,4,B,,,,https://www.nibe.eu/sv-se/partner/helgums-ror--ventilation-ab--helgum-88291-installator
Hogbergs Ror,Ventilation Ab  Leksand,793 32,SE2,installator,Installatör,4,B,,,,https://www.nibe.eu/sv-se/partner/hogbergs-ror--ventilation-ab--leksand-79332-installator
Hogstens Rorservice Ab,Hogsten,876 96,SE2,installator,Installatör,4,B,,,,https://www.nibe.eu/sv-se/partner/hogstens-rorservice-ab--hogsten-87696-installator
Hohanssons Ror Ab,Fagersta,737 40,SE2,installator,Installatör,4,B,,,,https://www.nibe.eu/sv-se/partner/hohanssons-ror-ab--fagersta-73740-installator
Hosjo Ror Ab,Ostersund,831 52,SE2,installator,Installatör,4,B,,,,https://www.nibe.eu/sv-se/partner/hosjo-ror-ab--ostersund-83152-installator
Hudiksvalls Rorservice Ab,Hudiksvall,824 31,SE2,installator,Installatör,4,B,,,,https://www.nibe.eu/sv-se/partner/hudiksvalls-rorservice-ab--hudiksvall-82431-installator
Indals Vvs Ab,Indal,864 97,SE2,installator,Installatör,4,B,,,,https://www.nibe.eu/sv-se/partner/indals-vvs-ab--indal-86497-installator
J E Rorinstallationer Ab,Soderhamn,826 71,SE2,installator,Installatör,4,B,,,,https://www.nibe.eu/sv-se/partner/j-e-rorinstallationer-ab--soderhamn-82671-installator
J J Rorservice Ab,Ockelbo,816 90,SE2,installator,Installatör,4,B,,,,https://www.nibe.eu/sv-se/partner/j-j-rorservice-ab--ockelbo-81690-installator
Larssons Vvs Ab,Nusnas,792 95,SE2,installator,Installatör,4,B,,,,https://www.nibe.eu/sv-se/partner/larssons-vvs-ab--nusnas-79295-installator
Ljusne Ror Ab,Ljusne,826 91,SE2,installator,Installatör,4,B,,,,https://www.nibe.eu/sv-se/partner/ljusne-ror-ab--ljusne-82691-installator
Malungs Ror Ab,Malung,782 70,SE2,installator,Installatör,4,B,,,,https://www.nibe.eu/sv-se/partner/malungs-ror-ab--malung-78270-installator
Masen Ror Ab,Ornskoldsvik,891 33,SE2,installator,Installatör,4,B,,,,https://www.nibe.eu/sv-se/partner/masen-ror-ab--ornskoldsvik-89133-installator
Melander Ror Ab,Borlange,781 70,SE2,installator,Installatör,4,B,,,,https://www.nibe.eu/sv-se/partner/melander-ror-ab--borlange-78170-installator
Mil El O Vvs I Ostergotland Ab,Linkoping,582 75,SE3,service,Service,4,B,,,,https://www.nibe.eu/sv-se/partner/mil-el-o-vvs-i-ostergotland-ab--linkoping-58275-service
Morkoms Vvs Ab,Sveg,842 31,SE2,installator,Installatör,4,B,,,,https://www.nibe.eu/sv-se/partner/morkoms-vvs-ab--sveg-84231-installator
Nibe Partner Aborred Ror,Ab  Munkedal,455 82,SE3,service,Service,4,B,,,,https://www.nibe.eu/sv-se/partner/nibe-partner-aborred-ror--ab--munkedal-45582-service
Nibe Partner Bjork,Lind Ror Ab  Tanumshede,457 30,SE3,service,Service,4,B,,,,https://www.nibe.eu/sv-se/partner/nibe-partner-bjork--lind-ror-ab--tanumshede-45730-service
Nibe Partner Fruktan Ab,Orust,473 90,SE3,service,Service,4,B,,,,https://www.nibe.eu/sv-se/partner/nibe-partner-fruktan-ab--orust-47390-service
Nibe Partner Granens Ror Ab,Ornskoldsvik,891 31,SE2,installator,Installatör,4,B,,,,https://www.nibe.eu/sv-se/partner/nibe-partner-granens-ror-ab--ornskoldsvik-89131-installator
Nibe Partner John Eklund Borrning Ab,Ornskoldsvik,891 50,SE2,installator,Installatör,4,B,,,,https://www.nibe.eu/sv-se/partner/nibe-partner-john-eklund-borrning-ab--ornskoldsvik-89150-installator
Nibe Partner Lindgrens Ror Ab,Kramfors,872 31,SE2,installator,Installatör,4,B,,,,https://www.nibe.eu/sv-se/partner/nibe-partner-lindgrens-ror-ab--kramfors-87231-installator
Nibe Partner Malaxhuse Ror Ab,Lysekil,453 55,SE3,service,Service,4,B,,,,https://www.nibe.eu/sv-se/partner/nibe-partner-malaxhuse-ror-ab--lysekil-45355-service
Nibe Partner Masab Ror Ab,Alingsas,441 52,SE3,service,Service,4,B,,,,https://www.nibe.eu/sv-se/partner/nibe-partner-masab-ror-ab--alingsas-44152-service
Nibe Partner Nordkust Ror Och Vvs Ab,Sundsvall,854 71,SE2,installator,Installatör,4,B,,,,https://www.nibe.eu/sv-se/partner/nibe-partner-nordkust-ror-och-vvs-ab--sundsvall-85471-installator
Nibe Partner Rorstrom I Karlstad Ab,Karlstad,653 51,SE3,service,Service,4,B,,,,https://www.nibe.eu/sv-se/partner/nibe-partner-rorstrom-i-karlstad-ab--karlstad-65351-service
Nibe Partner Sandsvikens Ror Ab,Sandviken,811 32,SE2,installator,Installatör,4,B,,,,https://www.nibe.eu/sv-se/partner/nibe-partner-sandsvikens-ror-ab--sandviken-81132-installator
Nibe Partner Vasternorrlands Bergvarmepumpar Ab,Harnosand,871 30,SE2,installator,Installatör,4,B,,,,https://www.nibe.eu/sv-se/partner/nibe-partner-vasternorrlands-bergvarmepumpar-ab--harnosand-87130-installator
Nibe Partner Vattenfall Heat Pump Service Ab,Borlange,781 53,SE2,installator,Installatör,4,B,,,,https://www.nibe.eu/sv-se/partner/nibe-partner-vattenfall-heat-pump-service-ab--borlange-78153-installator
Nibe Partner Vattenfall Heat Pump Service Ab,Falun,791 32,SE2,installator,Installatör,4,B,,,,https://www.nibe.eu/sv-se/partner/nibe-partner-vattenfall-heat-pump-service-ab--falun-79132-installator
Nordens Bergvarmepumpar Ab,Halmstad,302 64,SE3,service,Service,4,B,,,,https://www.nibe.eu/sv-se/partner/nordens-bergvarmepumpar-ab--halmstad-30264-service
Nordisk Kyl,Service Ab  Gothenburg,412 58,SE3,service,Service,4,B,,,,https://www.nibe.eu/sv-se/partner/nordisk-kyl--service-ab--gothenburg-41258-service
Nordvik Vvs Ab,Harnosand,871 43,SE2,installator,Installatör,4,B,,,,https://www.nibe.eu/sv-se/partner/nordvik-vvs-ab--harnosand-87143-installator
Norra Dalarnas Ror Ab,Orsa,794 31,SE2,installator,Installatör,4,B,,,,https://www.nibe.eu/sv-se/partner/norra-dalarnas-ror-ab--orsa-79431-installator
Orsa Ror Ab,Orsa,794 31,SE2,installator,Installatör,4,B,,,,https://www.nibe.eu/sv-se/partner/orsa-ror-ab--orsa-79431-installator
Rattviks Ror Ab,Rattvik,795 95,SE2,installator,Installatör,4,B,,,,https://www.nibe.eu/sv-se/partner/rattviks-ror-ab--rattvik-79595-installator
Ror Service Dala Ab,Sala,733 43,SE2,installator,Installatör,4,B,,,,https://www.nibe.eu/sv-se/partner/ror-service-dala-ab--sala-73343-installator
Rorstrom Ab,Borlange,781 53,SE2,installator,Installatör,4,B,,,,https://www.nibe.eu/sv-se/partner/rorstrom-ab--borlange-78153-installator
S Varme Ab,Hallsberg,694 35,SE3,service,Service,4,B,,,,https://www.nibe.eu/sv-se/partner/s-varme-ab--hallsberg-69435-service
Sala Rorservice Ab,Sala,733 42,SE2,installator,Installatör,4,B,,,,https://www.nibe.eu/sv-se/partner/sala-rorservice-ab--sala-73342-installator
Sandvikens Ror Ab,Sandviken,811 35,SE2,installator,Installatör,4,B,,,,https://www.nibe.eu/sv-se/partner/sandvikens-ror-ab--sandviken-81135-installator
Service Kyla Ab,Linkoping,582 73,SE3,service,Service,4,B,,,,https://www.nibe.eu/sv-se/partner/service-kyla-ab--linkoping-58273-service
Skovde Rorservice Ab,Skovde,541 35,SE3,service,Service,4,B,,,,https://www.nibe.eu/sv-se/partner/skovde-rorservice-ab--skovde-54135-service
Soderbloms Ror Ab,Gavle,803 09,SE2,installator,Installatör,4,B,,,,https://www.nibe.eu/sv-se/partner/soderbloms-ror-ab--gavle-80309-installator
Sone El Ab,Lidkoping,531 57,SE3,service,Service,4,B,,,,https://www.nibe.eu/sv-se/partner/sone-el-ab--lidkoping-53157-service
Sorens Ror,Stode,864 96,SE2,installator,Installatör,4,B,,,,https://www.nibe.eu/sv-se/partner/sorens-ror--stode-86496-installator
Steffes Kyl,Varmepumpar Ternstedt Invent Ab  Atvidaberg,597 24,SE3,service,Service,4,B,,,,https://www.nibe.eu/sv-se/partner/steffes-kyl--varmepumpar-ternstedt-invent-ab--atvidaberg-59724-service
Steffes Kyl,Varmepumpar Ternstedt Invent Ab  Linkoping,582 73,SE3,service,Service,4,B,,,,https://www.nibe.eu/sv-se/partner/steffes-kyl--varmepumpar-ternstedt-invent-ab--linkoping-58273-service
Steffes Kyl,Varmepumpar Ternstedt Invent Ab  Rimforsa,590 44,SE3,service,Service,4,B,,,,https://www.nibe.eu/sv-se/partner/steffes-kyl--varmepumpar-ternstedt-invent-ab--rimforsa-59044-service
Stenstans Varme,Sanitet  Sundsvall,856 33,SE2,installator,Installatör,4,B,,,,https://www.nibe.eu/sv-se/partner/stenstans-varme--sanitet--sundsvall-85633-installator
Stockholm Pool,Varme Ab  Huddinge,141 43,SE3,service,Service,4,B,,,,https://www.nibe.eu/sv-se/partner/stockholm-pool--varme-ab--huddinge-14143-service
Stora Skedvi Ror Ab,Stora Skedvi,783 93,SE2,installator,Installatör,4,B,,,,https://www.nibe.eu/sv-se/partner/stora-skedvi-ror-ab--stora-skedvi-78393-installator
Tinbak Ab,Hammerdal,833 49,SE2,installator,Installatör,4,B,,,,https://www.nibe.eu/sv-se/partner/tinbak-ab--hammerdal-83349-installator
Upplands Energi Produkt,Miljo Ab  Bjorklinge,743 63,SE3,service,Service,4,B,,,,https://www.nibe.eu/sv-se/partner/upplands-energi-produkt--miljo-ab--bjorklinge-74363-service
Upplands Kyl,Varme Ab  Uppsala,753 23,SE3,service,Service,4,B,,,,https://www.nibe.eu/sv-se/partner/upplands-kyl--varme-ab--uppsala-75323-service
Varmeservice I Veddige Ab,Veddige,432 66,SE3,service,Service,4,B,,,,https://www.nibe.eu/sv-se/partner/varmeservice-i-veddige-ab--veddige-43266-service
Varnamo Forsheda Ror Ab,Varnamo,331 34,SE3,service,Service,4,B,,,,https://www.nibe.eu/sv-se/partner/varnamo-forsheda-ror-ab--varnamo-33134-service
Vattenhuset Ab,Borlange,781 70,SE2,installator,Installatör,4,B,,,,https://www.nibe.eu/sv-se/partner/vattenhuset-ab--borlange-78170-installator
Vi Varmer Sverige Ab,Hagersten,126 30,SE3,service,Service,4,B,,,,https://www.nibe.eu/sv-se/partner/vi-varmer-sverige-ab--hagersten-12630-service
Villavarme I Ostergotland Ab,Motala,591 92,SE3,service,Service,4,B,,,,https://www.nibe.eu/sv-se/partner/villavarme-i-ostergotland-ab--motala-59192-service
Vvs Installatoren I Gavle Ab,Gavle,803 09,SE2,installator,Installatör,4,B,,,,https://www.nibe.eu/sv-se/partner/vvs-installatoren-i-gavle-ab--gavle-80309-installator
Vvs Teknik I Jamtland Ab,Stenstavik,845 31,SE2,installator,Installatör,4,B,,,,https://www.nibe.eu/sv-se/partner/vvs-teknik-i-jamtland-ab--stenstavik-84531-installator
Vvs Tjanst I Falun Ab,Falun,791 43,SE2,installator,Installatör,4,B,,,,https://www.nibe.eu/sv-se/partner/vvs-tjanst-i-falun-ab--falun-79143-installator
Walthers Kyl,Varmepumpservice Ab  Norrkoping,602 23,SE3,service,Service,4,B,,,,https://www.nibe.eu/sv-se/partner/walthers-kyl--varmepumpservice-ab--norrkoping-60223-service
Walthers Kyl,Varmepumpservice Ab  Nykoping,611 45,SE3,service,Service,4,B,,,,https://www.nibe.eu/sv-se/partner/walthers-kyl--varmepumpservice-ab--nykoping-61145-service
Westheat Ab,Hisings Backa,422 46,SE3,service,Service,4,B,,,,https://www.nibe.eu/sv-se/partner/westheat-ab--hisings-backa-42246-service
Ake Lindkvist Ror Ab,Mora,792 33,SE2,service,Service,3,C,,,,https://www.nibe.eu/sv-se/partner/ake-lindkvist-ror-ab--mora-79233-service
Aqua Support I Vilhelmina Ab,Vilhelmina,912 99,SE1,installator,Installatör,3,C,,,,https://www.nibe.eu/sv-se/partner/aqua-support-i-vilhelmina-ab--vilhelmina-91299-installator
Bgs Kyl,Varmeservice Ab  Matfors,864 31,SE2,service,Service,3,C,,,,https://www.nibe.eu/sv-se/partner/bgs-kyl--varmeservice-ab--matfors-86431-service
Celsius Energi Ab,Umea,903 30,SE1,installator,Installatör,3,C,,,,https://www.nibe.eu/sv-se/partner/celsius-energi-ab--umea-90330-installator
El Partner Ab,Skelleftea,931 40,SE1,installator,Installatör,3,C,,,,https://www.nibe.eu/sv-se/partner/el-partner-ab--skelleftea-93140-installator
Frost Kyl Vvs Ab,Boden,961 37,SE1,installator,Installatör,3,C,,,,https://www.nibe.eu/sv-se/partner/frost-kyl-vvs-ab--boden-96137-installator
Janssons Ror Ab,Obbola,905 91,SE1,installator,Installatör,3,C,,,,https://www.nibe.eu/sv-se/partner/janssons-ror-ab--obbola-90591-installator
Kalix Ror,Ventilation Ab  Kalix,952 31,SE1,installator,Installatör,3,C,,,,https://www.nibe.eu/sv-se/partner/kalix-ror--ventilation-ab--kalix-95231-installator
Leys Vvs Ab,Lulea,974 41,SE1,installator,Installatör,3,C,,,,https://www.nibe.eu/sv-se/partner/leys-vvs-ab--lulea-97441-installator
Lovikka Ror Ab,Pajala,984 91,SE1,installator,Installatör,3,C,,,,https://www.nibe.eu/sv-se/partner/lovikka-ror-ab--pajala-98491-installator
Lulea Ror Ab,Lulea,972 66,SE1,installator,Installatör,3,C,,,,https://www.nibe.eu/sv-se/partner/lulea-ror-ab--lulea-97266-installator
Lulea Vvs,Energi Ab  Lulea,974 34,SE1,installator,Installatör,3,C,,,,https://www.nibe.eu/sv-se/partner/lulea-vvs--energi-ab--lulea-97434-installator
Nibe Partner Granens Ror Ab,Ornskoldsvik,891 31,SE2,service,Service,3,C,,,,https://www.nibe.eu/sv-se/partner/nibe-partner-granens-ror-ab--ornskoldsvik-89131-service
Nibe Partner John Eklund Borrning Ab,Ornskoldsvik,891 50,SE2,service,Service,3,C,,,,https://www.nibe.eu/sv-se/partner/nibe-partner-john-eklund-borrning-ab--ornskoldsvik-89150-service
Nibe Partner Lindgrens Ror Ab,Kramfors,872 31,SE2,service,Service,3,C,,,,https://www.nibe.eu/sv-se/partner/nibe-partner-lindgrens-ror-ab--kramfors-87231-service
Nibe Partner Nordkust Ror Och Vvs Ab,Sundsvall,854 71,SE2,service,Service,3,C,,,,https://www.nibe.eu/sv-se/partner/nibe-partner-nordkust-ror-och-vvs-ab--sundsvall-85471-service
Nibe Partner Sandsvikens Ror Ab,Sandviken,811 32,SE2,service,Service,3,C,,,,https://www.nibe.eu/sv-se/partner/nibe-partner-sandsvikens-ror-ab--sandviken-81132-service
Nibe Partner Vasternorrlands Bergvarmepumpar Ab,Harnosand,871 30,SE2,service,Service,3,C,,,,https://www.nibe.eu/sv-se/partner/nibe-partner-vasternorrlands-bergvarmepumpar-ab--harnosand-87130-service
Nibe Partner Vattenfall Heat Pump Service Ab,Borlange,781 53,SE2,service,Service,3,C,,,,https://www.nibe.eu/sv-se/partner/nibe-partner-vattenfall-heat-pump-service-ab--borlange-78153-service
Nibe Partner Vattenfall Heat Pump Service Ab,Falun,791 32,SE2,service,Service,3,C,,,,https://www.nibe.eu/sv-se/partner/nibe-partner-vattenfall-heat-pump-service-ab--falun-79132-service
Nordmalings Rorservice Ab,Nordmaling,914 91,SE1,installator,Installatör,3,C,,,,https://www.nibe.eu/sv-se/partner/nordmalings-rorservice-ab--nordmaling-91491-installator
Norr Energi Ab,Umea,903 44,SE1,installator,Installatör,3,C,,,,https://www.nibe.eu/sv-se/partner/norr-energi-ab--umea-90344-installator
Pitea Ror Ab,Pitea,941 33,SE1,installator,Installatör,3,C,,,,https://www.nibe.eu/sv-se/partner/pitea-ror-ab--pitea-94133-installator
Piteors Vvs Ab,Pitea,941 38,SE1,installator,Installatör,3,C,,,,https://www.nibe.eu/sv-se/partner/piteors-vvs-ab--pitea-94138-installator
Rein Ror Ab,Haparanda,953 32,SE1,installator,Installatör,3,C,,,,https://www.nibe.eu/sv-se/partner/rein-ror-ab--haparanda-95332-installator
Robertsfors Ror Ab,Robertsfors,915 70,SE1,installator,Installatör,3,C,,,,https://www.nibe.eu/sv-se/partner/robertsfors-ror-ab--robertsfors-91570-installator
Rorstrom Ab,Borlange,781 53,SE2,service,Service,3,C,,,,https://www.nibe.eu/sv-se/partner/rorstrom-ab--borlange-78153-service
Skelleftea Rorservice Ab,Skelleftea,931 40,SE1,installator,Installatör,3,C,,,,https://www.nibe.eu/sv-se/partner/skelleftea-rorservice-ab--skelleftea-93140-installator
Son O Faders Bygg,Ror Ab  Jokkmokk,962 32,SE1,installator,Installatör,3,C,,,,https://www.nibe.eu/sv-se/partner/son-o-faders-bygg--ror-ab--jokkmokk-96232-installator
Stenmans Vvs Ab,Jorn,936 51,SE1,installator,Installatör,3,C,,,,https://www.nibe.eu/sv-se/partner/stenmans-vvs-ab--jorn-93651-installator
Strombergs Ror Och Allservice Ab,Asele,919 32,SE1,installator,Installatör,3,C,,,,https://www.nibe.eu/sv-se/partner/strombergs-ror-och-allservice-ab--asele-91932-installator
Svenska Vpg Ab,Umea,903 21,SE1,installator,Installatör,3,C,,,,https://www.nibe.eu/sv-se/partner/svenska-vpg-ab--umea-90321-installator
Tf Service Ab,Skelleftea,931 37,SE1,installator,Installatör,3,C,,,,https://www.nibe.eu/sv-se/partner/tf-service-ab--skelleftea-93137-installator
Tps Ror Ab,Kiruna,981 43,SE1,installator,Installatör,3,C,,,,https://www.nibe.eu/sv-se/partner/tps-ror-ab--kiruna-98143-installator
Tvaratrask Rorservice Ab,Blattnicksele,924 92,SE1,installator,Installatör,3,C,,,,https://www.nibe.eu/sv-se/partner/tvaratrask-rorservice-ab--blattnicksele-92492-installator
Umeas Raka Rorinstallationer Ab,Umea,904 26,SE1,installator,Installatör,3,C,,,,https://www.nibe.eu/sv-se/partner/umeas-raka-rorinstallationer-ab--umea-90426-installator
Umia Ab,Umea,903 04,SE1,installator,Installatör,3,C,,,,https://www.nibe.eu/sv-se/partner/umia-ab--umea-90304-installator
Varme Och Kylteknik I Harjedalen Ab,Hede,840 93,SE2,service,Service,3,C,,,,https://www.nibe.eu/sv-se/partner/varme-och-kylteknik-i-harjedalen-ab--hede-84093-service
Vasterbotten Vvs Ab,Byske,934 51,SE1,installator,Installatör,3,C,,,,https://www.nibe.eu/sv-se/partner/vasterbotten-vvs-ab--byske-93451-installator
Vatten,Varme Ab  Gallivare,982 38,SE1,installator,Installatör,3,C,,,,https://www.nibe.eu/sv-se/partner/vatten--varme-ab--gallivare-98238-installator
Vikstroms Vvs,Grav Ab  Skelleftea,931 42,SE1,installator,Installatör,3,C,,,,https://www.nibe.eu/sv-se/partner/vikstroms-vvs--grav-ab--skelleftea-93142-installator
Westman Vvs,Kalix,952 31,SE1,installator,Installatör,3,C,,,,https://www.nibe.eu/sv-se/partner/westman-vvs--kalix-95231-installator
Wfix Vvs,Energi Ab  Lulea,973 41,SE1,installator,Installatör,3,C,,,,https://www.nibe.eu/sv-se/partner/wfix-vvs--energi-ab--lulea-97341-installator
Assemblin Ventilation Ab Gallivare,Gallivare,982 38,SE1,service,Service,2,C,,,,https://www.nibe.eu/sv-se/partner/assemblin-ventilation-ab-gallivare--gallivare-98238-service
Assemblin Ventilation Ab Norrland Kyla,Skelleftea,931 37,SE1,service,Service,2,C,,,,https://www.nibe.eu/sv-se/partner/assemblin-ventilation-ab-norrland-kyla--skelleftea-93137-service
Celsius Energi Ab,Umea,903 30,SE1,service,Service,2,C,,,,https://www.nibe.eu/sv-se/partner/celsius-energi-ab--umea-90330-service
Frost Kyl Vvs Ab,Boden,961 37,SE1,service,Service,2,C,,,,https://www.nibe.eu/sv-se/partner/frost-kyl-vvs-ab--boden-96137-service
